"","V1","V2"
"1","static.smem","1.03398708327937"
"2","flop_efficiency.peak_single.","0.996643450247409"
"3","global_load_transactions_per_request","1.00813503271995"
"4","issue_slot_utilization",NA
"5","shared_memory_store_throughput","1.00442762612393"
"6","device_memory_read_throughput","1.00452132173637"
"7","device_memory_write_throughput","0.994059321671338"
"8","l2_throughput_.reads.",NA
"9","executed_load.store_instructions","1.0077773346881"
"10","ecc_throughput","0.994748188013187"
"11","max_clock_rate","0"
"12","duration","0"
"13","gpu_id","0"
"14","static.smem","0"
