"","V1","V2"
"1","sm_cta_launched","1.05318469142359"
"2","inst_issued1","0.984572445810562"
"3","inst_issued2","0.92594476938606"
"4","multiprocessor_activity",NA
"5","achieved_occupancy","1.00115609213639"
"6","global_load_transactions","1.01489363391613"
"7","global_store_transactions","1.17560927384526"
"8","device_memory_read_transactions",NA
"9","issued_control.flow_instructions","0.866140565199769"
"10","executed_control.flow_instructions","1.28236142331641"
"11","memory_clock","0"
"12","duration","0"
"13","gpu_id","0"
"14","sm_cta_launched","0"
