"","V1","V2"
"1","static.smem","1.00335866507889"
"2","flop_efficiency.peak_single.","0.99603510106056"
"3","global_load_transactions_per_request","1.01810997529442"
"4","issue_slot_utilization",NA
"5","shared_memory_store_throughput","1.02080113955278"
"6","device_memory_read_throughput","1.0035816381056"
"7","device_memory_write_throughput","0.990893911561095"
"8","l2_throughput_.reads.",NA
"9","executed_load.store_instructions","0.998430677380711"
"10","ecc_throughput","0.987817442001971"
"11","max_clock_rate","0"
"12","duration","0"
"13","gpu_id","0"
"14","static.smem","0"
