"","","meanAcc"
"1","device_memory_read_transactions","1.03207439767924"
"2","active_cycles","1.00071244174847"
"3","inst_issued2","1.02455663387017"
"4","eligible_warps_per_active_cycle",NA
"5","shared_store_transactions","0.992756079258256"
"6","memory_clock","1.00565304729075"
"7","duration","1.0945227660013"
"8","gpu_id",NA
"9","0","0.926936550908413"
"10","device_memory_read_transactions","0.943476601328299"
