"","Gpus","Kernels","Measured","Predicted","Accuracy","threshCorr","maxAccuracy","minAccuracy","sdAccuracy"
"54","GTX-680","calculate_temp",0.00816728087368029,Inf,Inf,"0.25",Inf,Inf,NA
"42","GTX-680","calculate_temp",0.00809820837889796,Inf,Inf,"0.25",Inf,Inf,NA
"17","GTX-680","calculate_temp",0.00312364885947211,Inf,Inf,"0.25",Inf,Inf,NA
"55","GTX-680","calculate_temp",0.000289891690720575,Inf,Inf,"0.25",Inf,Inf,NA
"30","GTX-680","calculate_temp",0.00329469241267772,Inf,Inf,"0.25",Inf,Inf,NA
"2","GTX-680","calculate_temp",0.00314727694972916,Inf,Inf,"0.25",Inf,Inf,NA
"40","GTX-680","calculate_temp",0.00817268372228078,Inf,Inf,"0.25",Inf,Inf,NA
"33","GTX-680","calculate_temp",0.00328381422240005,Inf,Inf,"0.25",Inf,Inf,NA
"15","GTX-680","calculate_temp",0.0031259297049578,Inf,Inf,"0.25",Inf,Inf,NA
"4","GTX-680","calculate_temp",0.00817678138045794,Inf,Inf,"0.25",Inf,Inf,NA
"6","GTX-680","calculate_temp",0.000294774460390143,Inf,Inf,"0.25",Inf,Inf,NA
"7","GTX-680","calculate_temp",0.00328576632765274,Inf,Inf,"0.25",Inf,Inf,NA
"10","GTX-680","calculate_temp",0.00816951672701443,Inf,Inf,"0.25",Inf,Inf,NA
"37","GTX-680","calculate_temp",0.00329050501888326,Inf,Inf,"0.25",Inf,Inf,NA
"43","GTX-680","calculate_temp",0.000295584769525922,Inf,Inf,"0.25",Inf,Inf,NA
"39","GTX-680","calculate_temp",0.000289891690720575,Inf,Inf,"0.25",Inf,Inf,NA
"56","GTX-680","calculate_temp",0.00817100714541835,Inf,Inf,"0.25",Inf,Inf,NA
"53","GTX-680","calculate_temp",0.000276714379318636,Inf,Inf,"0.25",Inf,Inf,NA
"38","GTX-680","calculate_temp",0.00853043209329368,Inf,Inf,"0.25",Inf,Inf,NA
"1","GTX-680","calculate_temp",0.00816764771194736,Inf,Inf,"0.25",Inf,Inf,NA
"22","GTX-680","calculate_temp",0.000280843801132258,Inf,Inf,"0.25",Inf,Inf,NA
"13","GTX-680","calculate_temp",0.00328381422240005,Inf,Inf,"0.25",Inf,Inf,NA
"21","GTX-680","calculate_temp",0.00328158261571548,Inf,Inf,"0.25",Inf,Inf,NA
"11","GTX-680","calculate_temp",0.00816895778907933,Inf,Inf,"0.25",Inf,Inf,NA
"36","GTX-680","calculate_temp",0.00817249744348216,Inf,Inf,"0.25",Inf,Inf,NA
"51","GTX-680","calculate_temp",0.00816392658551368,Inf,Inf,"0.25",Inf,Inf,NA
"34","GTX-680","calculate_temp",0.000277521617831979,Inf,Inf,"0.25",Inf,Inf,NA
"16","GTX-680","calculate_temp",0.000285794742947446,Inf,Inf,"0.25",Inf,Inf,NA
"12","GTX-680","calculate_temp",0.000293176274196637,Inf,Inf,"0.25",Inf,Inf,NA
"24","GTX-680","calculate_temp",0.00853464124314107,Inf,Inf,"0.25",Inf,Inf,NA
"27","GTX-680","calculate_temp",0.0031267937391091,Inf,Inf,"0.25",Inf,Inf,NA
"48","GTX-680","calculate_temp",0.0085238566692565,Inf,Inf,"0.25",Inf,Inf,NA
"47","GTX-680","calculate_temp",0.0085240395089551,Inf,Inf,"0.25",Inf,Inf,NA
"44","GTX-680","calculate_temp",0.00816728087368029,Inf,Inf,"0.25",Inf,Inf,NA
"3","GTX-680","calculate_temp",0.000277521617831979,Inf,Inf,"0.25",Inf,Inf,NA
"57","GTX-680","calculate_temp",0.00314500296951222,Inf,Inf,"0.25",Inf,Inf,NA
"31","GTX-680","calculate_temp",0.00816615702215627,Inf,Inf,"0.25",Inf,Inf,NA
"52","GTX-680","calculate_temp",0.000292337588602785,Inf,Inf,"0.25",Inf,Inf,NA
"19","GTX-680","calculate_temp",0.000291523299242738,Inf,Inf,"0.25",Inf,Inf,NA
"23","GTX-680","calculate_temp",0.00815758904256624,Inf,Inf,"0.25",Inf,Inf,NA
"9","GTX-680","calculate_temp",0.00817585017434644,Inf,Inf,"0.25",Inf,Inf,NA
"28","GTX-680","calculate_temp",0.0032868815858763,Inf,Inf,"0.25",Inf,Inf,NA
"46","GTX-680","calculate_temp",0.000293963163961339,Inf,Inf,"0.25",Inf,Inf,NA
"29","GTX-680","calculate_temp",0.000291523299242738,Inf,Inf,"0.25",Inf,Inf,NA
"14","GTX-680","calculate_temp",0.00312022620807323,Inf,Inf,"0.25",Inf,Inf,NA
"8","GTX-680","calculate_temp",0.00311312603690079,Inf,Inf,"0.25",Inf,Inf,NA
"41","GTX-680","calculate_temp",0.00816411295086072,Inf,Inf,"0.25",Inf,Inf,NA
"18","GTX-680","calculate_temp",0.00314272826118684,Inf,Inf,"0.25",Inf,Inf,NA
"35","GTX-680","calculate_temp",0.00314812950479751,Inf,Inf,"0.25",Inf,Inf,NA
"32","GTX-680","calculate_temp",0.00809054421124471,Inf,Inf,"0.25",Inf,Inf,NA
"25","GTX-680","calculate_temp",0.000293963163961339,Inf,Inf,"0.25",Inf,Inf,NA
"5","GTX-680","calculate_temp",0.00816802036557578,Inf,Inf,"0.25",Inf,Inf,NA
