"","Gpus","Kernels","Measured","Predicted","Accuracy","threshCorr","NA","NA","NA"
"98936","Tesla-K40","hotspotOpt1",0.00229596964232646,0.00279938682069996,1.21926125201874,"0.25",1.262376167428,1.16680049247876,0.02932460408033
"127003","Tesla-K40","hotspotOpt1",0.00352861583870255,0.00414519346880583,1.17473640041529,"0.25",1.262376167428,1.16680049247876,0.02932460408033
"18602","Tesla-K40","hotspotOpt1",0.00157215832740904,0.001957970470087,1.24540285539421,"0.25",1.262376167428,1.16680049247876,0.02932460408033
"120304","Tesla-K40","hotspotOpt1",0.00353049837095748,0.00414664061778614,1.17451990684861,"0.25",1.262376167428,1.16680049247876,0.02932460408033
"45936","Tesla-K40","hotspotOpt1",0.0015555026339786,0.00195396557437392,1.25616346233767,"0.25",1.262376167428,1.16680049247876,0.02932460408033
"7015","Tesla-K40","hotspotOpt1",0.00157485025270112,0.00195981756987372,1.24444693488306,"0.25",1.262376167428,1.16680049247876,0.02932460408033
"96599","Tesla-K40","hotspotOpt1",0.00229367142320437,0.00282896541381835,1.23337867193992,"0.25",1.262376167428,1.16680049247876,0.02932460408033
"83944","Tesla-K40","hotspotOpt1",0.00229466233595598,0.00280726984966054,1.22339126139489,"0.25",1.262376167428,1.16680049247876,0.02932460408033
"83220","Tesla-K40","hotspotOpt1",0.00229922626207248,0.00280434959184735,1.21969274538451,"0.25",1.262376167428,1.16680049247876,0.02932460408033
"5290","Tesla-K40","hotspotOpt1",0.00157408996020459,0.00195121268089971,1.23958142814538,"0.25",1.262376167428,1.16680049247876,0.02932460408033
"22318","Tesla-K40","hotspotOpt1",0.00157446409269652,0.00195133750110374,1.23936615014304,"0.25",1.262376167428,1.16680049247876,0.02932460408033
"50975","Tesla-K40","hotspotOpt1",0.00232041085755776,0.00280637017080432,1.20942813280836,"0.25",1.262376167428,1.16680049247876,0.02932460408033
"107716","Tesla-K40","hotspotOpt1",0.00353400899292798,0.00413365019986003,1.16967732909905,"0.25",1.262376167428,1.16680049247876,0.02932460408033
"68838","Tesla-K40","hotspotOpt1",0.00229432524257288,0.00281743357336081,1.22800094820093,"0.25",1.262376167428,1.16680049247876,0.02932460408033
"12405","Tesla-K40","hotspotOpt1",0.00157446409269652,0.00195114021974378,1.2392408495021,"0.25",1.262376167428,1.16680049247876,0.02932460408033
"76121","Tesla-K40","hotspotOpt1",0.00229269053941822,0.00279865773305895,1.22068708573688,"0.25",1.262376167428,1.16680049247876,0.02932460408033
"10330","Tesla-K40","hotspotOpt1",0.00157407789075913,0.00194353711484781,1.23471470265712,"0.25",1.262376167428,1.16680049247876,0.02932460408033
"94871","Tesla-K40","hotspotOpt1",0.00229628620601902,0.00280174463781114,1.22011996173091,"0.25",1.262376167428,1.16680049247876,0.02932460408033
"14445","Tesla-K40","hotspotOpt1",0.00157447616083128,0.00195329629908621,1.24060074561874,"0.25",1.262376167428,1.16680049247876,0.02932460408033
"40399","Tesla-K40","hotspotOpt1",0.0015578192849913,0.00195287315204794,1.25359415617894,"0.25",1.262376167428,1.16680049247876,0.02932460408033
"51495","Tesla-K40","hotspotOpt1",0.00232106133141775,0.00280245156899895,1.20740091227454,"0.25",1.262376167428,1.16680049247876,0.02932460408033
"60343","Tesla-K40","hotspotOpt1",0.00229824642840482,0.00281408611196116,1.22444924842737,"0.25",1.262376167428,1.16680049247876,0.02932460408033
"118937","Tesla-K40","hotspotOpt1",0.00353428741366608,0.00414739624807838,1.17347452616377,"0.25",1.262376167428,1.16680049247876,0.02932460408033
"54236","Tesla-K40","hotspotOpt1",0.00231455295468231,0.00280507916118294,1.21193129563457,"0.25",1.262376167428,1.16680049247876,0.02932460408033
"49372","Tesla-K40","hotspotOpt1",0.00155627906405739,0.00195371689868566,1.25537697178301,"0.25",1.262376167428,1.16680049247876,0.02932460408033
"119637","Tesla-K40","hotspotOpt1",0.00353265893649033,0.00414630831155108,1.17370750646831,"0.25",1.262376167428,1.16680049247876,0.02932460408033
"57610","Tesla-K40","hotspotOpt1",0.00232268716313879,0.00279357966058989,1.20273608298362,"0.25",1.262376167428,1.16680049247876,0.02932460408033
"56473","Tesla-K40","hotspotOpt1",0.00232172188634021,0.00281745940679955,1.21352149168942,"0.25",1.262376167428,1.16680049247876,0.02932460408033
"38612","Tesla-K40","hotspotOpt1",0.00155704319496724,0.00196202163633308,1.26009454501637,"0.25",1.262376167428,1.16680049247876,0.02932460408033
"81907","Tesla-K40","hotspotOpt1",0.00229563263393594,0.00281565360346668,1.22652621410036,"0.25",1.262376167428,1.16680049247876,0.02932460408033
"15383","Tesla-K40","hotspotOpt1",0.00157602054421006,0.00197118194865232,1.25073366327234,"0.25",1.262376167428,1.16680049247876,0.02932460408033
"52182","Tesla-K40","hotspotOpt1",0.00232431249120777,0.00280425133794424,1.20648636900243,"0.25",1.262376167428,1.16680049247876,0.02932460408033
"19713","Tesla-K40","hotspotOpt1",0.00157524843630752,0.00196670004210247,1.24850150412625,"0.25",1.262376167428,1.16680049247876,0.02932460408033
"9569","Tesla-K40","hotspotOpt1",0.00157563451119583,0.00194867519056378,1.23675584452947,"0.25",1.262376167428,1.16680049247876,0.02932460408033
"77129","Tesla-K40","hotspotOpt1",0.00229693969576209,0.0028126898160069,1.22453794550914,"0.25",1.262376167428,1.16680049247876,0.02932460408033
"141423","Tesla-K40","hotspotOpt1",0.00353239733664232,0.00415841573381561,1.17722196500361,"0.25",1.262376167428,1.16680049247876,0.02932460408033
"116314","Tesla-K40","hotspotOpt1",0.00353185723240387,0.00413689755399109,1.17130939383284,"0.25",1.262376167428,1.16680049247876,0.02932460408033
"15525","Tesla-K40","hotspotOpt1",0.0015748623195258,0.00194326093432058,1.23392433117945,"0.25",1.262376167428,1.16680049247876,0.02932460408033
"62274","Tesla-K40","hotspotOpt1",0.00229400855911802,0.00279906752277294,1.22016437630429,"0.25",1.262376167428,1.16680049247876,0.02932460408033
"37132","Tesla-K40","hotspotOpt1",0.00155627906405739,0.00196460960033321,1.262376167428,"0.25",1.262376167428,1.16680049247876,0.02932460408033
"15546","Tesla-K40","hotspotOpt1",0.00157369164686957,0.00195151177897545,1.24008523706499,"0.25",1.262376167428,1.16680049247876,0.02932460408033
"15453","Tesla-K40","hotspotOpt1",0.00157293110653742,0.00195625202056833,1.24369847632725,"0.25",1.262376167428,1.16680049247876,0.02932460408033
"103589","Tesla-K40","hotspotOpt1",0.0035296880079717,0.00414024235768194,1.1729768603716,"0.25",1.262376167428,1.16680049247876,0.02932460408033
"84210","Tesla-K40","hotspotOpt1",0.00229334448257898,0.0028071391244832,1.22403727211816,"0.25",1.262376167428,1.16680049247876,0.02932460408033
"144091","Tesla-K40","hotspotOpt1",0.00353482735348463,0.00414979933458857,1.17397511097613,"0.25",1.262376167428,1.16680049247876,0.02932460408033
"6472","Tesla-K40","hotspotOpt1",0.0015748623195258,0.00194593992147061,1.23562542410472,"0.25",1.262376167428,1.16680049247876,0.02932460408033
"60742","Tesla-K40","hotspotOpt1",0.00231194733505629,0.0027897530745675,1.20666808982463,"0.25",1.262376167428,1.16680049247876,0.02932460408033
"76428","Tesla-K40","hotspotOpt1",0.00229432524257288,0.00279712898512416,1.21915103108374,"0.25",1.262376167428,1.16680049247876,0.02932460408033
"122870","Tesla-K40","hotspotOpt1",0.00353536725679435,0.00414105691959455,1.17132298253772,"0.25",1.262376167428,1.16680049247876,0.02932460408033
"100564","Tesla-K40","hotspotOpt1",0.00353481891720576,0.00416685002742482,1.17880155250461,"0.25",1.262376167428,1.16680049247876,0.02932460408033
"133919","Tesla-K40","hotspotOpt1",0.00353455738813961,0.00416818983751209,1.17926783463714,"0.25",1.262376167428,1.16680049247876,0.02932460408033
