"","Gpus","Kernels","Measured","Predicted","Accuracy","threshCorr","numberFeatures","NA","NA","NA"
"460","GTX-680","Fan2",0.0169708807466088,0.00943473823734551,0.555936864928521,"0.5","10",0.591775799091799,0.500031456512175,0.0252082970419111
"512","GTX-680","Fan2",0.0412748885371917,0.0242767293509579,0.58817189364625,"0.5","10",0.591775799091799,0.500031456512175,0.0252082970419111
"315","GTX-680","Fan2",0.0060812168542794,0.00336082919517302,0.552657350610343,"0.5","10",0.591775799091799,0.500031456512175,0.0252082970419111
"400","GTX-680","Fan2",0.0156299886220711,0.00884501320598959,0.565900169210587,"0.5","10",0.591775799091799,0.500031456512175,0.0252082970419111
"683","GTX-680","Fan2",0.0151601996972768,0.00857989568344744,0.565948724606089,"0.5","10",0.591775799091799,0.500031456512175,0.0252082970419111
"846","GTX-680","Fan2",0.0358118668512977,0.0208493528569213,0.582191175441773,"0.5","10",0.591775799091799,0.500031456512175,0.0252082970419111
"671","GTX-680","Fan2",0.0306360928708807,0.0180407682199834,0.588873009884722,"0.5","10",0.591775799091799,0.500031456512175,0.0252082970419111
"707","GTX-680","Fan2",0.0381352506025702,0.0221680154616146,0.581299850173807,"0.5","10",0.591775799091799,0.500031456512175,0.0252082970419111
"217","GTX-680","Fan2",0.0202963206300865,0.0113802462671451,0.560704892012565,"0.5","10",0.591775799091799,0.500031456512175,0.0252082970419111
"31","GTX-680","Fan2",0.0138235300451172,0.00720641889023825,0.521315385195964,"0.5","10",0.591775799091799,0.500031456512175,0.0252082970419111
"890","GTX-680","Fan2",0.0144787347007192,0.00763268641544748,0.52716529263212,"0.5","10",0.591775799091799,0.500031456512175,0.0252082970419111
"289","GTX-680","Fan2",0.0390318450111896,0.0219731174000575,0.562953593245676,"0.5","10",0.591775799091799,0.500031456512175,0.0252082970419111
"768","GTX-680","Fan2",0.0178099171133168,0.00978424847369052,0.549370803437074,"0.5","10",0.591775799091799,0.500031456512175,0.0252082970419111
"802","GTX-680","Fan2",0.00446782686508555,0.00248114067770316,0.555335010202024,"0.5","10",0.591775799091799,0.500031456512175,0.0252082970419111
"923","GTX-680","Fan2",0.0340368114334419,0.0198337311552651,0.582714135666009,"0.5","10",0.591775799091799,0.500031456512175,0.0252082970419111
"720","GTX-680","Fan2",0.0251078184195621,0.0144208296863282,0.57435614059932,"0.5","10",0.591775799091799,0.500031456512175,0.0252082970419111
"865","GTX-680","Fan2",0.00746772351000496,0.00381269796878365,0.510556927245037,"0.5","10",0.591775799091799,0.500031456512175,0.0252082970419111
