"","V1","V2"
"1","input.size.1","1.00656402567812"
"2","registers.per.thread","0.992576745182734"
"3","active_cycles","1.01582166002275"
"4","multiprocessor_activity",NA
"5","issued_ipc","0.997527374834761"
"6","l1.shared_memory_utilization","0.968658250526986"
"7","global_load_transactions","1.14114110275174"
"8","l2_read_transactions",NA
"9","l2_write_transactions","0.925269306707138"
"10","eligible_warps_per_active_cycle","0.992738670565443"
"11","bus","0"
"12","duration","0"
"13","gpu_id","0"
"14","input.size.1","0"
