"","V1","V2"
"1","elapsed_cycles_sm","1.1168322187915"
"2","inst_issued2","1.00971721215246"
"3","requested_global_load_throughput","1.02798414441848"
"4","requested_global_store_throughput",NA
"5","device_memory_read_throughput","0.985693606282171"
"6","device_memory_write_throughput","1.18214651668021"
"7","issued_ipc","1.11085880085173"
"8","shared_memory_load_throughput",NA
"9","shared_memory_store_throughput","0.828192966064672"
"10","issued_control.flow_instructions","0.636373960138558"
"11","theoretical_flops","0"
"12","duration","0"
"13","gpu_id","0"
"14","elapsed_cycles_sm","0"
