"","","meanAcc"
"1","sm_cta_launched","0.950110503245368"
"2","inst_issued2","1.00844023864444"
"3","multiprocessor_activity","0.991497792585868"
"4","achieved_occupancy",NA
"5","global_load_transactions_per_request","1.00195091447687"
"6","theoretical_flops","1.02670665732884"
"7","duration","1.11923534031941"
"8","gpu_id",NA
"9","0","0.956389793485809"
"10","sm_cta_launched","1.0524560466477"
