"","V1","V2"
"1","sm_cta_launched","1.01298504646016"
"2","active_cycles","0.98174016101965"
"3","inst_issued2","0.992317523932772"
"4","multiprocessor_activity",NA
"5","achieved_occupancy","0.967105839971528"
"6","global_load_transactions_per_request","1.02053026277824"
"7","global_store_transactions","1.14967159843698"
"8","device_memory_read_transactions",NA
"9","issued_load.store_instructions","0.928908389749086"
"10","misc_instructions","0.949959287990651"
"11","theoretical_flops","0"
"12","duration","0"
"13","gpu_id","0"
"14","sm_cta_launched","0"
