"","V1","V2"
"1","sm_cta_launched","1.01657370068561"
"2","elapsed_cycles_sm","0.996602403889175"
"3","inst_issued2","1.00339757928351"
"4","active_cycles",NA
"5","multiprocessor_activity","0.995331741793045"
"6","issued_ipc","1.01453884981875"
"7","shared_store_transactions","1.0432035146401"
"8","executed_control.flow_instructions",NA
"9","eligible_warps_per_active_cycle","0.976506072847076"
"10","memory_clock","0.991258196769842"
"11","duration","0"
"12","gpu_id","0"
"13","sm_cta_launched","0"
"14","elapsed_cycles_sm","0"
