"","Gpus","Kernels","Measured","Predicted","Accuracy","threshCorr","maxAccuracy","minAccuracy","sdAccuracy"
"307","GTX-680","calculate_temp",0.000290708001727799,-1e-15,-3.43987779509537e-12,"0.25",-1.2239500928957e-13,-3.61417494134386e-12,1.59774531115821e-12
"693","GTX-680","calculate_temp",0.00327460450945364,-1e-15,-3.05380389330389e-13,"0.25",-1.2239500928957e-13,-3.61417494134386e-12,1.59774531115821e-12
"508","GTX-680","calculate_temp",0.000290708001727799,-1e-15,-3.43987779509537e-12,"0.25",-1.2239500928957e-13,-3.61417494134386e-12,1.59774531115821e-12
"976","GTX-680","calculate_temp",0.000293963163961339,-1e-15,-3.40178676309089e-12,"0.25",-1.2239500928957e-13,-3.61417494134386e-12,1.59774531115821e-12
"130","GTX-680","calculate_temp",0.000293150875095916,-1e-15,-3.41121274044572e-12,"0.25",-1.2239500928957e-13,-3.61417494134386e-12,1.59774531115821e-12
"409","GTX-680","calculate_temp",0.00314756114611056,-1e-15,-3.17706298171744e-13,"0.25",-1.2239500928957e-13,-3.61417494134386e-12,1.59774531115821e-12
"907","GTX-680","calculate_temp",0.00816765353471819,-1e-15,-1.22434184524271e-13,"0.25",-1.2239500928957e-13,-3.61417494134386e-12,1.59774531115821e-12
"567","GTX-680","calculate_temp",0.00328799667660316,-1e-15,-3.04136560452093e-13,"0.25",-1.2239500928957e-13,-3.61417494134386e-12,1.59774531115821e-12
"135","GTX-680","calculate_temp",0.000282498378495061,-1e-15,-3.53984332698562e-12,"0.25",-1.2239500928957e-13,-3.61417494134386e-12,1.59774531115821e-12
"406","GTX-680","calculate_temp",0.000294774460390143,-1e-15,-3.39242415600208e-12,"0.25",-1.2239500928957e-13,-3.61417494134386e-12,1.59774531115821e-12
"140","GTX-680","calculate_temp",0.00328856286952223,-1e-15,-3.04084197163389e-13,"0.25",-1.2239500928957e-13,-3.61417494134386e-12,1.59774531115821e-12
"493","GTX-680","calculate_temp",0.000276688322018018,-1e-15,-3.61417494134386e-12,"0.25",-1.2239500928957e-13,-3.61417494134386e-12,1.59774531115821e-12
"321","GTX-680","calculate_temp",0.00328576632765274,-1e-15,-3.04343005643488e-13,"0.25",-1.2239500928957e-13,-3.61417494134386e-12,1.59774531115821e-12
"724","GTX-680","calculate_temp",0.00816653552902065,-1e-15,-1.22450945868832e-13,"0.25",-1.2239500928957e-13,-3.61417494134386e-12,1.59774531115821e-12
"290","GTX-680","calculate_temp",0.00328493848858748,-1e-15,-3.04419703283394e-13,"0.25",-1.2239500928957e-13,-3.61417494134386e-12,1.59774531115821e-12
"779","GTX-680","calculate_temp",0.0032885541591888,-1e-15,-3.04085002585657e-13,"0.25",-1.2239500928957e-13,-3.61417494134386e-12,1.59774531115821e-12
"211","GTX-680","calculate_temp",0.000292337588602785,-1e-15,-3.42070277304898e-12,"0.25",-1.2239500928957e-13,-3.61417494134386e-12,1.59774531115821e-12
"950","GTX-680","calculate_temp",0.00314215947022213,-1e-15,-3.18252466011634e-13,"0.25",-1.2239500928957e-13,-3.61417494134386e-12,1.59774531115821e-12
"156","GTX-680","calculate_temp",0.000295584769525922,-1e-15,-3.38312424420197e-12,"0.25",-1.2239500928957e-13,-3.61417494134386e-12,1.59774531115821e-12
"20","GTX-680","calculate_temp",0.00816820668956754,-1e-15,-1.22425893222952e-13,"0.25",-1.2239500928957e-13,-3.61417494134386e-12,1.59774531115821e-12
