"","Gpus","Kernels","Measured","Predicted","Accuracy","threshCorr","maxAccuracy","minAccuracy","sdAccuracy"
"815","GTX-680","calculate_temp",0.00328548748691293,0.00329971782425223,1.00433127120282,"0.25",1.20202394080904,0.864259514220015,0.107948297944629
"750","GTX-680","calculate_temp",0.00312507447426452,0.00334065909514164,1.06898543463603,"0.25",1.20202394080904,0.864259514220015,0.107948297944629
"796","GTX-680","calculate_temp",0.00816317528110791,0.00756123442006486,0.926261431328551,"0.25",1.20202394080904,0.864259514220015,0.107948297944629
"638","GTX-680","calculate_temp",0.000289917215833886,0.00033351935291411,1.1503951290192,"0.25",1.20202394080904,0.864259514220015,0.107948297944629
"414","GTX-680","calculate_temp",0.00816374021828325,0.0074530314867247,0.912943245062249,"0.25",1.20202394080904,0.864259514220015,0.107948297944629
"849","GTX-680","calculate_temp",0.00816075226144074,0.00741110270379646,0.908139650166034,"0.25",1.20202394080904,0.864259514220015,0.107948297944629
"262","GTX-680","calculate_temp",0.000289074360833592,0.000303645583559235,1.0504064860115,"0.25",1.20202394080904,0.864259514220015,0.107948297944629
"821","GTX-680","calculate_temp",0.000293963163961339,0.000329437977830371,1.12067775224278,"0.25",1.20202394080904,0.864259514220015,0.107948297944629
"269","GTX-680","calculate_temp",0.00815908042518342,0.00759174681414249,0.930465986180277,"0.25",1.20202394080904,0.864259514220015,0.107948297944629
"22","GTX-680","calculate_temp",0.000289891690720575,0.0003304882147337,1.14004031613398,"0.25",1.20202394080904,0.864259514220015,0.107948297944629
"596","GTX-680","calculate_temp",0.000295610075833613,0.000333423389447592,1.12791618657567,"0.25",1.20202394080904,0.864259514220015,0.107948297944629
"922","GTX-680","calculate_temp",0.00852147959514988,0.00738008782470933,0.866057090474031,"0.25",1.20202394080904,0.864259514220015,0.107948297944629
"679","GTX-680","calculate_temp",0.000295584769525922,0.000333398863483934,1.12792977804188,"0.25",1.20202394080904,0.864259514220015,0.107948297944629
"839","GTX-680","calculate_temp",0.000294774460390143,0.000333668754916392,1.13194594428151,"0.25",1.20202394080904,0.864259514220015,0.107948297944629
"671","GTX-680","calculate_temp",0.000297202446259044,0.000333475556614473,1.12204849190176,"0.25",1.20202394080904,0.864259514220015,0.107948297944629
"481","GTX-680","calculate_temp",0.00816616284539763,0.00759174681414249,0.92965900360671,"0.25",1.20202394080904,0.864259514220015,0.107948297944629
"383","GTX-680","calculate_temp",0.00328325638368444,0.00316214114460661,0.963111245384402,"0.25",1.20202394080904,0.864259514220015,0.107948297944629
"335","GTX-680","calculate_temp",0.0085254964507668,0.00744691885340282,0.873488001127843,"0.25",1.20202394080904,0.864259514220015,0.107948297944629
"295","GTX-680","calculate_temp",0.00329162827272626,0.00314960605090645,0.956853505301139,"0.25",1.20202394080904,0.864259514220015,0.107948297944629
"955","GTX-680","calculate_temp",0.000289891690720575,0.000333498231342458,1.15042356168778,"0.25",1.20202394080904,0.864259514220015,0.107948297944629
"247","GTX-680","calculate_temp",0.000281671627645661,0.000331700497284763,1.17761416035142,"0.25",1.20202394080904,0.864259514220015,0.107948297944629
"817","GTX-680","calculate_temp",0.00327237012508349,0.00317188332346663,0.969292348427641,"0.25",1.20202394080904,0.864259514220015,0.107948297944629
"844","GTX-680","calculate_temp",0.00816448567590496,0.00745517401143626,0.913122308908934,"0.25",1.20202394080904,0.864259514220015,0.107948297944629
"518","GTX-680","calculate_temp",0.00816206282844342,0.00742521052438602,0.909722294529566,"0.25",1.20202394080904,0.864259514220015,0.107948297944629
"434","GTX-680","calculate_temp",0.00328661149964992,0.0033726101133984,1.02616634602466,"0.25",1.20202394080904,0.864259514220015,0.107948297944629
"505","GTX-680","calculate_temp",0.00815907459970487,0.00751528510875562,0.921095280710813,"0.25",1.20202394080904,0.864259514220015,0.107948297944629
"553","GTX-680","calculate_temp",0.00314670852288082,0.00328690610309876,1.04455372310416,"0.25",1.20202394080904,0.864259514220015,0.107948297944629
"687","GTX-680","calculate_temp",0.000289074360833592,0.000331557256337845,1.1469618245691,"0.25",1.20202394080904,0.864259514220015,0.107948297944629
"793","GTX-680","calculate_temp",0.00314443436072982,0.0033697971482659,1.07167037428117,"0.25",1.20202394080904,0.864259514220015,0.107948297944629
"999","GTX-680","calculate_temp",0.0080980213436327,0.00754686815552817,0.931939770875279,"0.25",1.20202394080904,0.864259514220015,0.107948297944629
"725","GTX-680","calculate_temp",0.00852531933823604,0.00745517401143626,0.874474458452227,"0.25",1.20202394080904,0.864259514220015,0.107948297944629
