"","Gpus","Kernels","Measured","Predicted","Accuracy","threshCorr","maxAccuracy","minAccuracy","sdAccuracy"
"585","GTX-680","hotspotOpt1",0.00550077726215918,8.99871800195662e-05,0.0163589935987054,"0.25",0.0164985999349145,0.000821235013537211,0.0065263479625725
"290","GTX-680","hotspotOpt1",0.00246797588696538,2.07293707129655e-06,0.000839934086165414,"0.25",0.0164985999349145,0.000821235013537211,0.0065263479625725
"55","GTX-680","hotspotOpt1",0.00369705100045273,1.96713428774867e-05,0.00532081999276661,"0.25",0.0164985999349145,0.000821235013537211,0.0065263479625725
"70","GTX-680","hotspotOpt1",0.00369308856343327,1.95546202907237e-05,0.00529492319364928,"0.25",0.0164985999349145,0.000821235013537211,0.0065263479625725
"959","GTX-680","hotspotOpt1",0.00574085202113927,9.00735955112486e-05,0.0156899350792487,"0.25",0.0164985999349145,0.000821235013537211,0.0065263479625725
"407","GTX-680","hotspotOpt1",0.00246925163008296,2.042210112176e-06,0.000827056298068491,"0.25",0.0164985999349145,0.000821235013537211,0.0065263479625725
"219","GTX-680","hotspotOpt1",0.00564202692285191,9.02783870210584e-05,0.0160010556942583,"0.25",0.0164985999349145,0.000821235013537211,0.0065263479625725
"863","GTX-680","hotspotOpt1",0.00368858614238466,1.9548967969843e-05,0.0052998539861142,"0.25",0.0164985999349145,0.000821235013537211,0.0065263479625725
"391","GTX-680","hotspotOpt1",0.00551053975351334,8.96137587734424e-05,0.0162622470360199,"0.25",0.0164985999349145,0.000821235013537211,0.0065263479625725
"87","GTX-680","hotspotOpt1",0.00574324764191249,8.91942060304764e-05,0.0155302733908884,"0.25",0.0164985999349145,0.000821235013537211,0.0065263479625725
"435","GTX-680","hotspotOpt1",0.00550055529824146,9.00028860264182e-05,0.016362509082527,"0.25",0.0164985999349145,0.000821235013537211,0.0065263479625725
"72","GTX-680","hotspotOpt1",0.00545384759377658,8.9980849555716e-05,0.0164985999349145,"0.25",0.0164985999349145,0.000821235013537211,0.0065263479625725
"220","GTX-680","hotspotOpt1",0.005740641021971,8.97580084216541e-05,0.0156355375781425,"0.25",0.0164985999349145,0.000821235013537211,0.0065263479625725
"874","GTX-680","hotspotOpt1",0.0024670263072433,2.06100363788466e-06,0.0008354202108966,"0.25",0.0164985999349145,0.000821235013537211,0.0065263479625725
"887","GTX-680","hotspotOpt1",0.00574215877822894,8.95626883291038e-05,0.0155973897253896,"0.25",0.0164985999349145,0.000821235013537211,0.0065263479625725
"492","GTX-680","hotspotOpt1",0.00573236169834937,8.97972044941212e-05,0.0156649578689318,"0.25",0.0164985999349145,0.000821235013537211,0.0065263479625725
"201","GTX-680","hotspotOpt1",0.00369996165587513,1.95552323085143e-05,0.00528525269375772,"0.25",0.0164985999349145,0.000821235013537211,0.0065263479625725
"250","GTX-680","hotspotOpt1",0.00369255899300408,1.95634132417165e-05,0.0052980638302005,"0.25",0.0164985999349145,0.000821235013537211,0.0065263479625725
"461","GTX-680","hotspotOpt1",0.00369441234245989,1.95219207296864e-05,0.00528417483487722,"0.25",0.0164985999349145,0.000821235013537211,0.0065263479625725
"154","GTX-680","hotspotOpt1",0.00551985135808955,8.95938958801279e-05,0.0162312153114096,"0.25",0.0164985999349145,0.000821235013537211,0.0065263479625725
"51","GTX-680","hotspotOpt1",0.00573148307141727,8.93002444154095e-05,0.0155806522156101,"0.25",0.0164985999349145,0.000821235013537211,0.0065263479625725
"529","GTX-680","hotspotOpt1",0.00550455004236921,8.94879630444714e-05,0.0162570895633015,"0.25",0.0164985999349145,0.000821235013537211,0.0065263479625725
"855","GTX-680","hotspotOpt1",0.00545362478631762,8.94254732633538e-05,0.016397437808283,"0.25",0.0164985999349145,0.000821235013537211,0.0065263479625725
