"","V1","V2"
"1","sm_cta_launched","1.00198072810942"
"2","inst_issued1","0.983502518559089"
"3","inst_issued2","1.03019646057894"
"4","multiprocessor_activity",NA
"5","achieved_occupancy","0.990091506569224"
"6","global_load_transactions","1.00412301504129"
"7","global_store_transactions","1.17519286380337"
"8","device_memory_read_transactions",NA
"9","issued_control.flow_instructions","0.964711756846225"
"10","executed_control.flow_instructions","0.996854448075659"
"11","theoretical_flops","0"
"12","duration","0"
"13","gpu_id","0"
"14","sm_cta_launched","0"
