"","Gpus","Kernels","Measured","Predicted","Accuracy","threshCorr","numberFeatures"
"279","GTX-680","hotspotOpt1",1.288667262786,1.31065529253863,1.01706261219447,"0.5","5"
"624","GTX-680","hotspotOpt1",1.39876202460596,1.41931590192181,1.01469433467186,"0.5","5"
"338","GTX-680","hotspotOpt1",1.28864831252519,1.31016522177929,1.01669727034519,"0.5","5"
"67","GTX-680","hotspotOpt1",1.49950448829066,1.52010901289082,1.01374088891434,"0.5","5"
"5","GTX-680","hotspotOpt1",1.398923750101,1.41823705284672,1.01380582947736,"0.5","5"
"68","GTX-680","hotspotOpt1",1.49928140994555,1.51584785772338,1.01104959193647,"0.5","5"
"827","GTX-680","hotspotOpt1",1.28885687958412,1.30913027995492,1.01572975300201,"0.5","5"
"243","GTX-680","hotspotOpt1",1.39869044357399,1.41768333623319,1.0135790537116,"0.5","5"
"402","GTX-680","hotspotOpt1",1.39867255294011,1.41869369218761,1.01431438631251,"0.5","5"
"708","GTX-680","hotspotOpt1",1.49940941976387,1.51946211542192,1.01337372927883,"0.5","5"
"917","GTX-680","hotspotOpt1",1.4993454030216,1.51991192847141,1.01371700303903,"0.5","5"
"223","GTX-680","hotspotOpt1",1.49921744051822,1.51947947158333,1.01351507160837,"0.5","5"
"977","GTX-680","hotspotOpt1",1.39892319023662,1.41803809670407,1.01366401429389,"0.5","5"
"6","GTX-680","hotspotOpt1",1.39865466415511,1.4150797463153,1.01174348649537,"0.5","5"
"913","GTX-680","hotspotOpt1",1.28894227495547,1.3145550684815,1.0198711719087,"0.5","5"
"435","GTX-680","hotspotOpt1",1.40922040367799,1.41921332174382,1.00709109663737,"0.5","5"
"995","GTX-680","hotspotOpt1",1.49892987028016,1.51954468501347,1.01375302150024,"0.5","5"
"439","GTX-680","hotspotOpt1",1.29854250157862,1.30989957598528,1.00874601670169,"0.5","5"
"861","GTX-680","hotspotOpt1",1.39883419482542,1.41919691800257,1.01455692408184,"0.5","5"
"781","GTX-680","hotspotOpt1",1.49947346018987,1.51793527505056,1.01231219848223,"0.5","5"
"978","GTX-680","hotspotOpt1",1.49947245937599,1.51783671128785,1.01224714185114,"0.5","5"
"863","GTX-680","hotspotOpt1",1.39840441508381,1.41832230329018,1.01424329613918,"0.5","5"
"181","GTX-680","hotspotOpt1",1.29951834570927,1.3130656772101,1.01042488668633,"0.5","5"
"628","GTX-680","hotspotOpt1",1.29949785433318,1.310110691325,1.00816687534838,"0.5","5"
"829","GTX-680","hotspotOpt1",1.49995452007635,1.5196227757461,1.01311256801889,"0.5","5"
"400","GTX-680","hotspotOpt1",1.41051818912173,1.41814266621061,1.00540544400468,"0.5","5"
"159","GTX-680","hotspotOpt1",1.28877152632001,1.30816922730095,1.01505131094596,"0.5","5"
"880","GTX-680","hotspotOpt1",1.28889453137828,1.31150373257074,1.01754154482158,"0.5","5"
"99","GTX-680","hotspotOpt1",1.39870833605714,1.41835671351355,1.01404751580434,"0.5","5"
"482","GTX-680","hotspotOpt1",1.29935668740119,1.31024114022345,1.00837680132623,"0.5","5"
"198","GTX-680","hotspotOpt1",1.39860156771288,1.41942107080133,1.01488594290831,"0.5","5"
"777","GTX-680","hotspotOpt1",1.49928140994555,1.51961383648657,1.01356144777501,"0.5","5"
