"","V1","V2"
"1","sm_cta_launched","0.998617212575318"
"2","inst_issued1","0.99743768322789"
"3","inst_issued2","1.01663133941579"
"4","multiprocessor_activity",NA
"5","achieved_occupancy","1.00870318763639"
"6","global_load_transactions","0.994670722060919"
"7","global_store_transactions","1.12398721500651"
"8","device_memory_read_transactions",NA
"9","issued_control.flow_instructions","0.944215040338448"
"10","executed_control.flow_instructions","1.05417113759985"
"11","theoretical_flops","0"
"12","duration","0"
"13","gpu_id","0"
"14","sm_cta_launched","0"
