"","Gpus","Kernels","Measured","Predicted","Accuracy","threshCorr","maxAccuracy","minAccuracy","sdAccuracy"
"5","GTX-680","Fan1",0.000183320678704966,-1e-15,-5.45492198187521e-12,"0.25",-2.24214015847551e-12,-6.76995458606858e-12,1.27349218254116e-12
"6","GTX-680","Fan1",0.000156406770228854,-1e-15,-6.39358512765659e-12,"0.25",-2.24214015847551e-12,-6.76995458606858e-12,1.27349218254116e-12
"35","GTX-680","Fan1",0.000389717207373636,-1e-15,-2.56596316785485e-12,"0.25",-2.24214015847551e-12,-6.76995458606858e-12,1.27349218254116e-12
"28","GTX-680","Fan1",0.000216083185086144,-1e-15,-4.62784737091569e-12,"0.25",-2.24214015847551e-12,-6.76995458606858e-12,1.27349218254116e-12
"14","GTX-680","Fan1",0.000147711478310036,-1e-15,-6.76995458606858e-12,"0.25",-2.24214015847551e-12,-6.76995458606858e-12,1.27349218254116e-12
"40","GTX-680","Fan1",0.0001922305098298,-1e-15,-5.20208785215935e-12,"0.25",-2.24214015847551e-12,-6.76995458606858e-12,1.27349218254116e-12
"51","GTX-680","Fan1",0.000293150875095916,-1e-15,-3.41121274044572e-12,"0.25",-2.24214015847551e-12,-6.76995458606858e-12,1.27349218254116e-12
"11","GTX-680","Fan1",0.00017216270334502,-1e-15,-5.80845897845811e-12,"0.25",-2.24214015847551e-12,-6.76995458606858e-12,1.27349218254116e-12
"56","GTX-680","Fan1",0.000243252709310543,-1e-15,-4.11095112911311e-12,"0.25",-2.24214015847551e-12,-6.76995458606858e-12,1.27349218254116e-12
"52","GTX-680","Fan1",0.000399692362528606,-1e-15,-2.50192421409711e-12,"0.25",-2.24214015847551e-12,-6.76995458606858e-12,1.27349218254116e-12
"43","GTX-680","Fan1",0.000227123036152988,-1e-15,-4.40289993009079e-12,"0.25",-2.24214015847551e-12,-6.76995458606858e-12,1.27349218254116e-12
"46","GTX-680","Fan1",0.00025114138945089,-1e-15,-3.98182076712429e-12,"0.25",-2.24214015847551e-12,-6.76995458606858e-12,1.27349218254116e-12
"49","GTX-680","Fan1",0.000304434434020892,-1e-15,-3.28477953952928e-12,"0.25",-2.24214015847551e-12,-6.76995458606858e-12,1.27349218254116e-12
"34","GTX-680","Fan1",0.000204787655293533,-1e-15,-4.88310683847934e-12,"0.25",-2.24214015847551e-12,-6.76995458606858e-12,1.27349218254116e-12
"54","GTX-680","Fan1",0.000150998125210066,-1e-15,-6.62259878133466e-12,"0.25",-2.24214015847551e-12,-6.76995458606858e-12,1.27349218254116e-12
"10","GTX-680","Fan1",0.000224385722717342,-1e-15,-4.45661153432518e-12,"0.25",-2.24214015847551e-12,-6.76995458606858e-12,1.27349218254116e-12
"53","GTX-680","Fan1",0.000178287244605396,-1e-15,-5.60892621462238e-12,"0.25",-2.24214015847551e-12,-6.76995458606858e-12,1.27349218254116e-12
"26","GTX-680","Fan1",0.000149906125612439,-1e-15,-6.67084147438616e-12,"0.25",-2.24214015847551e-12,-6.76995458606858e-12,1.27349218254116e-12
"41","GTX-680","Fan1",0.000156406770228854,-1e-15,-6.39358512765659e-12,"0.25",-2.24214015847551e-12,-6.76995458606858e-12,1.27349218254116e-12
"15","GTX-680","Fan1",0.00018231892871036,-1e-15,-5.48489401003802e-12,"0.25",-2.24214015847551e-12,-6.76995458606858e-12,1.27349218254116e-12
"4","GTX-680","Fan1",0.000175236819897811,-1e-15,-5.70656327011155e-12,"0.25",-2.24214015847551e-12,-6.76995458606858e-12,1.27349218254116e-12
"38","GTX-680","Fan1",0.000234352384945095,-1e-15,-4.2670784009059e-12,"0.25",-2.24214015847551e-12,-6.76995458606858e-12,1.27349218254116e-12
"3","GTX-680","Fan1",0.000321802215000759,-1e-15,-3.10749880947104e-12,"0.25",-2.24214015847551e-12,-6.76995458606858e-12,1.27349218254116e-12
"57","GTX-680","Fan1",0.00020096108910619,-1e-15,-4.97608768168841e-12,"0.25",-2.24214015847551e-12,-6.76995458606858e-12,1.27349218254116e-12
"16","GTX-680","Fan1",0.000153171716435582,-1e-15,-6.52862044815277e-12,"0.25",-2.24214015847551e-12,-6.76995458606858e-12,1.27349218254116e-12
"25","GTX-680","Fan1",0.000154253400720028,-1e-15,-6.48283924589132e-12,"0.25",-2.24214015847551e-12,-6.76995458606858e-12,1.27349218254116e-12
"2","GTX-680","Fan1",0.000217940247455115,-1e-15,-4.58841362105892e-12,"0.25",-2.24214015847551e-12,-6.76995458606858e-12,1.27349218254116e-12
"20","GTX-680","Fan1",0.000196131990479515,-1e-15,-5.09860730804363e-12,"0.25",-2.24214015847551e-12,-6.76995458606858e-12,1.27349218254116e-12
"7","GTX-680","Fan1",0.000179298920348686,-1e-15,-5.57727842451745e-12,"0.25",-2.24214015847551e-12,-6.76995458606858e-12,1.27349218254116e-12
"13","GTX-680","Fan1",0.000157478541821716,-1e-15,-6.3500714981989e-12,"0.25",-2.24214015847551e-12,-6.76995458606858e-12,1.27349218254116e-12
"30","GTX-680","Fan1",0.00026063676076079,-1e-15,-3.83675732111247e-12,"0.25",-2.24214015847551e-12,-6.76995458606858e-12,1.27349218254116e-12
"45","GTX-680","Fan1",0.000291523299242738,-1e-15,-3.43025755607735e-12,"0.25",-2.24214015847551e-12,-6.76995458606858e-12,1.27349218254116e-12
"29","GTX-680","Fan1",0.000330331507904586,-1e-15,-3.02726193557305e-12,"0.25",-2.24214015847551e-12,-6.76995458606858e-12,1.27349218254116e-12
"23","GTX-680","Fan1",0.000236144281333736,-1e-15,-4.23469920318217e-12,"0.25",-2.24214015847551e-12,-6.76995458606858e-12,1.27349218254116e-12
"42","GTX-680","Fan1",0.000367949360050262,-1e-15,-2.71776529211356e-12,"0.25",-2.24214015847551e-12,-6.76995458606858e-12,1.27349218254116e-12
"48","GTX-680","Fan1",0.000183320678704966,-1e-15,-5.45492198187521e-12,"0.25",-2.24214015847551e-12,-6.76995458606858e-12,1.27349218254116e-12
"39","GTX-680","Fan1",0.000176256222197925,-1e-15,-5.67355857018802e-12,"0.25",-2.24214015847551e-12,-6.76995458606858e-12,1.27349218254116e-12
"47","GTX-680","Fan1",0.000179298920348686,-1e-15,-5.57727842451745e-12,"0.25",-2.24214015847551e-12,-6.76995458606858e-12,1.27349218254116e-12
"8","GTX-680","Fan1",0.000174214785544127,-1e-15,-5.74004093209821e-12,"0.25",-2.24214015847551e-12,-6.76995458606858e-12,1.27349218254116e-12
