"","Gpus","Kernels","Measured","Predicted","Accuracy","threshCorr","maxAccuracy","minAccuracy","sdAccuracy"
"3","GTX-680","calculate_temp",0.00853354478246226,Inf,Inf,"0.25",Inf,Inf,NA
"55","GTX-680","calculate_temp",0.00810307062481763,Inf,Inf,"0.25",Inf,Inf,NA
"8","GTX-680","calculate_temp",0.00328576632765274,Inf,Inf,"0.25",Inf,Inf,NA
"39","GTX-680","calculate_temp",0.00311908495491965,Inf,Inf,"0.25",Inf,Inf,NA
"38","GTX-680","calculate_temp",0.00816616284539763,Inf,Inf,"0.25",Inf,Inf,NA
"53","GTX-680","calculate_temp",0.00853080335785697,Inf,Inf,"0.25",Inf,Inf,NA
"11","GTX-680","calculate_temp",0.000286616203253803,Inf,Inf,"0.25",Inf,Inf,NA
"31","GTX-680","calculate_temp",0.0081702619512615,Inf,Inf,"0.25",Inf,Inf,NA
"26","GTX-680","calculate_temp",0.000293150875095916,Inf,Inf,"0.25",Inf,Inf,NA
"27","GTX-680","calculate_temp",0.00312250816022221,Inf,Inf,"0.25",Inf,Inf,NA
"10","GTX-680","calculate_temp",0.000295584769525922,Inf,Inf,"0.25",Inf,Inf,NA
"42","GTX-680","calculate_temp",0.00816299473052599,Inf,Inf,"0.25",Inf,Inf,NA
"2","GTX-680","calculate_temp",0.00816504474934792,Inf,Inf,"0.25",Inf,Inf,NA
"9","GTX-680","calculate_temp",0.00312450426290301,Inf,Inf,"0.25",Inf,Inf,NA
"28","GTX-680","calculate_temp",0.000290708001727799,Inf,Inf,"0.25",Inf,Inf,NA
"19","GTX-680","calculate_temp",0.00816895778907933,Inf,Inf,"0.25",Inf,Inf,NA
"23","GTX-680","calculate_temp",0.000290708001727799,Inf,Inf,"0.25",Inf,Inf,NA
"16","GTX-680","calculate_temp",0.00816895778907933,Inf,Inf,"0.25",Inf,Inf,NA
"41","GTX-680","calculate_temp",0.00328660278702741,Inf,Inf,"0.25",Inf,Inf,NA
"22","GTX-680","calculate_temp",0.000287436622615963,Inf,Inf,"0.25",Inf,Inf,NA
"49","GTX-680","calculate_temp",0.000288256006628616,Inf,Inf,"0.25",Inf,Inf,NA
