"","Gpus","Kernels","Measured","Predicted","Accuracy","threshCorr","numberFeatures","NA","NA","NA"
"598","GTX-680","hotspotOpt1",0.00574215877822894,0.00453340720326333,0.789495271438935,"0.5","10",0.870170385663067,0.789076340371633,0.0157839603114377
"793","GTX-680","hotspotOpt1",0.00247461842352968,0.00206692385767572,0.835249522925462,"0.5","10",0.870170385663067,0.789076340371633,0.0157839603114377
"741","GTX-680","hotspotOpt1",0.00546520543788791,0.00453340720326333,0.829503530065891,"0.5","10",0.870170385663067,0.789076340371633,0.0157839603114377
"933","GTX-680","hotspotOpt1",0.00574238336384534,0.00453340720326333,0.789464394140967,"0.5","10",0.870170385663067,0.789076340371633,0.0157839603114377
"797","GTX-680","hotspotOpt1",0.00573736669158207,0.00453340720326333,0.790154690637918,"0.5","10",0.870170385663067,0.789076340371633,0.0157839603114377
"684","GTX-680","hotspotOpt1",0.00368832121833417,0.00306107946727692,0.829938415358372,"0.5","10",0.870170385663067,0.789076340371633,0.0157839603114377
"570","GTX-680","hotspotOpt1",0.00355935615749386,0.00306107946727692,0.860009319615889,"0.5","10",0.870170385663067,0.789076340371633,0.0157839603114377
"656","GTX-680","hotspotOpt1",0.00246575994918626,0.00206692385767572,0.838250235331236,"0.5","10",0.870170385663067,0.789076340371633,0.0157839603114377
"457","GTX-680","hotspotOpt1",0.0036996970927312,0.00306107946727692,0.827386510450013,"0.5","10",0.870170385663067,0.789076340371633,0.0157839603114377
"576","GTX-680","hotspotOpt1",0.00246797588696538,0.00206692385767572,0.837497590066492,"0.5","10",0.870170385663067,0.789076340371633,0.0157839603114377
"170","GTX-680","hotspotOpt1",0.00546520543788791,0.00453340720326333,0.829503530065891,"0.5","10",0.870170385663067,0.789076340371633,0.0157839603114377
"895","GTX-680","hotspotOpt1",0.00369467707306636,0.00306107946727692,0.828510694369403,"0.5","10",0.870170385663067,0.789076340371633,0.0157839603114377
"74","GTX-680","hotspotOpt1",0.00368938086400188,0.00306107946727692,0.829700044564269,"0.5","10",0.870170385663067,0.789076340371633,0.0157839603114377
"447","GTX-680","hotspotOpt1",0.00246417659660726,0.00206692385767572,0.838788851627563,"0.5","10",0.870170385663067,0.789076340371633,0.0157839603114377
"418","GTX-680","hotspotOpt1",0.00369440406949312,0.00306107946727692,0.828571918419553,"0.5","10",0.870170385663067,0.789076340371633,0.0157839603114377
"944","GTX-680","hotspotOpt1",0.00247272136217995,0.00206692385767572,0.835890322819682,"0.5","10",0.870170385663067,0.789076340371633,0.0157839603114377
"468","GTX-680","hotspotOpt1",0.00369335333604161,0.00306107946727692,0.828807641393353,"0.5","10",0.870170385663067,0.789076340371633,0.0157839603114377
"272","GTX-680","hotspotOpt1",0.00246892530497159,0.00206692385767572,0.837175532817307,"0.5","10",0.870170385663067,0.789076340371633,0.0157839603114377
"723","GTX-680","hotspotOpt1",0.00369864702516137,0.00306107946727692,0.827621410330004,"0.5","10",0.870170385663067,0.789076340371633,0.0157839603114377
"651","GTX-680","hotspotOpt1",0.00246924174172373,0.00206692385767572,0.837068247612258,"0.5","10",0.870170385663067,0.789076340371633,0.0157839603114377
"47","GTX-680","hotspotOpt1",0.00549789142185297,0.00453340720326333,0.8245719777666,"0.5","10",0.870170385663067,0.789076340371633,0.0157839603114377
"373","GTX-680","hotspotOpt1",0.0036324904095329,0.00306107946727692,0.842694438846583,"0.5","10",0.870170385663067,0.789076340371633,0.0157839603114377
"561","GTX-680","hotspotOpt1",0.0024695581605248,0.00206692385767572,0.836960995984999,"0.5","10",0.870170385663067,0.789076340371633,0.0157839603114377
"421","GTX-680","hotspotOpt1",0.00247082365630513,0.00206692385767572,0.83653232491978,"0.5","10",0.870170385663067,0.789076340371633,0.0157839603114377
"97","GTX-680","hotspotOpt1",0.00550543758899227,0.00453340720326333,0.823441757350505,"0.5","10",0.870170385663067,0.789076340371633,0.0157839603114377
"770","GTX-680","hotspotOpt1",0.00354642724634257,0.00306107946727692,0.863144583167134,"0.5","10",0.870170385663067,0.789076340371633,0.0157839603114377
"142","GTX-680","hotspotOpt1",0.00369308028915385,0.00306107946727692,0.828868919061132,"0.5","10",0.870170385663067,0.789076340371633,0.0157839603114377
"642","GTX-680","hotspotOpt1",0.00572996406405357,0.00453340720326333,0.791175503473619,"0.5","10",0.870170385663067,0.789076340371633,0.0157839603114377
"289","GTX-680","hotspotOpt1",0.00246861873974548,0.00206692385767572,0.837279497395707,"0.5","10",0.870170385663067,0.789076340371633,0.0157839603114377
"671","GTX-680","hotspotOpt1",0.00546632534506099,0.00453340720326333,0.829333586475861,"0.5","10",0.870170385663067,0.789076340371633,0.0157839603114377
"956","GTX-680","hotspotOpt1",0.00246670974471213,0.00206692385767572,0.837927470837044,"0.5","10",0.870170385663067,0.789076340371633,0.0157839603114377
"786","GTX-680","hotspotOpt1",0.00246798577756957,0.00206692385767572,0.837494233743595,"0.5","10",0.870170385663067,0.789076340371633,0.0157839603114377
"177","GTX-680","hotspotOpt1",0.00369573591153384,0.00306107946727692,0.828273323784785,"0.5","10",0.870170385663067,0.789076340371633,0.0157839603114377
"785","GTX-680","hotspotOpt1",0.002464493303147,0.00206692385767572,0.838681060742342,"0.5","10",0.870170385663067,0.789076340371633,0.0157839603114377
"333","GTX-680","hotspotOpt1",0.00550144313012385,0.00453340720326333,0.824039637607099,"0.5","10",0.870170385663067,0.789076340371633,0.0157839603114377
"983","GTX-680","hotspotOpt1",0.00369679461572233,0.00306107946727692,0.828036119252681,"0.5","10",0.870170385663067,0.789076340371633,0.0157839603114377
"70","GTX-680","hotspotOpt1",0.00369308856343327,0.00306107946727692,0.82886706199951,"0.5","10",0.870170385663067,0.789076340371633,0.0157839603114377
"615","GTX-680","hotspotOpt1",0.00546721563357112,0.00453340720326333,0.829198536715143,"0.5","10",0.870170385663067,0.789076340371633,0.0157839603114377
"40","GTX-680","hotspotOpt1",0.00355100861851996,0.00306107946727692,0.862030987847269,"0.5","10",0.870170385663067,0.789076340371633,0.0157839603114377
"882","GTX-680","hotspotOpt1",0.00574520736628375,0.00453340720326333,0.789076340371633,"0.5","10",0.870170385663067,0.789076340371633,0.0157839603114377
"162","GTX-680","hotspotOpt1",0.002467342851793,0.00206692385767572,0.837712463095148,"0.5","10",0.870170385663067,0.789076340371633,0.0157839603114377
"500","GTX-680","hotspotOpt1",0.00351779320201111,0.00306107946727692,0.870170385663067,"0.5","10",0.870170385663067,0.789076340371633,0.0157839603114377
"451","GTX-680","hotspotOpt1",0.00246892530497159,0.00206692385767572,0.837175532817307,"0.5","10",0.870170385663067,0.789076340371633,0.0157839603114377
"811","GTX-680","hotspotOpt1",0.00550276782383449,0.00453340720326333,0.823841264686381,"0.5","10",0.870170385663067,0.789076340371633,0.0157839603114377
"210","GTX-680","hotspotOpt1",0.00246797588696538,0.00206692385767572,0.837497590066492,"0.5","10",0.870170385663067,0.789076340371633,0.0157839603114377
"115","GTX-680","hotspotOpt1",0.00246924174172373,0.00206692385767572,0.837068247612258,"0.5","10",0.870170385663067,0.789076340371633,0.0157839603114377
"814","GTX-680","hotspotOpt1",0.00551474607965443,0.00453340720326333,0.822051847498191,"0.5","10",0.870170385663067,0.789076340371633,0.0157839603114377
"279","GTX-680","hotspotOpt1",0.0036933450620248,0.00306107946727692,0.828809498129794,"0.5","10",0.870170385663067,0.789076340371633,0.0157839603114377
"759","GTX-680","hotspotOpt1",0.00246987456137914,0.00206692385767572,0.836853777918818,"0.5","10",0.870170385663067,0.789076340371633,0.0157839603114377
"379","GTX-680","hotspotOpt1",0.00369785318570432,0.00306107946727692,0.827799080588401,"0.5","10",0.870170385663067,0.789076340371633,0.0157839603114377
"123","GTX-680","hotspotOpt1",0.00369705927079686,0.00306107946727692,0.82797684404371,"0.5","10",0.870170385663067,0.789076340371633,0.0157839603114377
"669","GTX-680","hotspotOpt1",0.00246575994918626,0.00206692385767572,0.838250235331236,"0.5","10",0.870170385663067,0.789076340371633,0.0157839603114377
"188","GTX-680","hotspotOpt1",0.00246988444861671,0.00206692385767572,0.836850427894846,"0.5","10",0.870170385663067,0.789076340371633,0.0157839603114377
"664","GTX-680","hotspotOpt1",0.0036978449161463,0.00306107946727692,0.827800931810581,"0.5","10",0.870170385663067,0.789076340371633,0.0157839603114377
"941","GTX-680","hotspotOpt1",0.00369149975126396,0.00306107946727692,0.829223804289522,"0.5","10",0.870170385663067,0.789076340371633,0.0157839603114377
"743","GTX-680","hotspotOpt1",0.00246860885026404,0.00206692385767572,0.83728285161687,"0.5","10",0.870170385663067,0.789076340371633,0.0157839603114377
"55","GTX-680","hotspotOpt1",0.00369705100045273,0.00306107946727692,0.827978696237101,"0.5","10",0.870170385663067,0.789076340371633,0.0157839603114377
"370","GTX-680","hotspotOpt1",0.005507434337344,0.00453340720326333,0.823143214350076,"0.5","10",0.870170385663067,0.789076340371633,0.0157839603114377
"601","GTX-680","hotspotOpt1",0.00246797588696538,0.00206692385767572,0.837497590066492,"0.5","10",0.870170385663067,0.789076340371633,0.0157839603114377
"558","GTX-680","hotspotOpt1",0.00247020083096803,0.00206692385767572,0.836743244421034,"0.5","10",0.870170385663067,0.789076340371633,0.0157839603114377
"978","GTX-680","hotspotOpt1",0.00369520650908951,0.00306107946727692,0.828391988308975,"0.5","10",0.870170385663067,0.789076340371633,0.0157839603114377
"827","GTX-680","hotspotOpt1",0.00545852562007333,0.00453340720326333,0.8305186269699,"0.5","10",0.870170385663067,0.789076340371633,0.0157839603114377
"411","GTX-680","hotspotOpt1",0.00550432814581463,0.00453340720326333,0.823607728894293,"0.5","10",0.870170385663067,0.789076340371633,0.0157839603114377
