"","Gpus","Kernels","Measured","Predicted","Accuracy","threshCorr","NA","NA","NA"
"15","GTX-680","bpnn_adjust_weights_cuda",0.00194169257154521,0.015923883631517,8.20103236983834,"0.25",8.25560628473081,8.06992064889391,0.0392815917987612
"25","GTX-680","bpnn_adjust_weights_cuda",0.00250396079901,0.0204795591347426,8.17886571660372,"0.25",8.25560628473081,8.06992064889391,0.0392815917987612
"24","GTX-680","bpnn_adjust_weights_cuda",0.00244039181759602,0.0199462720096208,8.17338915243103,"0.25",8.25560628473081,8.06992064889391,0.0392815917987612
"10","GTX-680","bpnn_adjust_weights_cuda",0.00163763904973873,0.0134218861719086,8.19587574810815,"0.25",8.25560628473081,8.06992064889391,0.0392815917987612
"5","GTX-680","bpnn_adjust_weights_cuda",0.00128964023180972,0.0105002727017688,8.14201700813412,"0.25",8.25560628473081,8.06992064889391,0.0392815917987612
"44","GTX-680","bpnn_adjust_weights_cuda",0.00343432283361754,0.0278507316484507,8.10952638925739,"0.25",8.25560628473081,8.06992064889391,0.0392815917987612
"52","GTX-680","bpnn_adjust_weights_cuda",0.00379129167806187,0.0307131851492261,8.10098187036003,"0.25",8.25560628473081,8.06992064889391,0.0392815917987612
"41","GTX-680","bpnn_adjust_weights_cuda",0.00328968641691423,0.0267683322367091,8.13704677110779,"0.25",8.25560628473081,8.06992064889391,0.0392815917987612
"32","GTX-680","bpnn_adjust_weights_cuda",0.0028567672804148,0.0232635018561929,8.14329610104435,"0.25",8.25560628473081,8.06992064889391,0.0392815917987612
"37","GTX-680","bpnn_adjust_weights_cuda",0.00310081755233363,0.025500283267962,8.22372901261824,"0.25",8.25560628473081,8.06992064889391,0.0392815917987612
"23","GTX-680","bpnn_adjust_weights_cuda",0.00238413163432617,0.0194738806382523,8.16812308425926,"0.25",8.25560628473081,8.06992064889391,0.0392815917987612
"1","GTX-680","bpnn_adjust_weights_cuda",0.000988577975363573,0.008094173504284,8.18769354163204,"0.25",8.25560628473081,8.06992064889391,0.0392815917987612
"45","GTX-680","bpnn_adjust_weights_cuda",0.00348121996603211,0.0280931688872243,8.06992064889391,"0.25",8.25560628473081,8.06992064889391,0.0392815917987612
"27","GTX-680","bpnn_adjust_weights_cuda",0.00260496626542222,0.0211657363671064,8.12514797141749,"0.25",8.25560628473081,8.06992064889391,0.0392815917987612
"11","GTX-680","bpnn_adjust_weights_cuda",0.00169451119634082,0.0138079085420147,8.14860862048709,"0.25",8.25560628473081,8.06992064889391,0.0392815917987612
"4","GTX-680","bpnn_adjust_weights_cuda",0.00122133563399959,0.00998243284280961,8.173373939905,"0.25",8.25560628473081,8.06992064889391,0.0392815917987612
"57","GTX-680","bpnn_adjust_weights_cuda",0.0040125041573273,0.0325870352445846,8.12137108570389,"0.25",8.25560628473081,8.06992064889391,0.0392815917987612
"9","GTX-680","bpnn_adjust_weights_cuda",0.00156404606553697,0.0128804661044124,8.23534957711764,"0.25",8.25560628473081,8.06992064889391,0.0392815917987612
"40","GTX-680","bpnn_adjust_weights_cuda",0.00324468971933555,0.0263949282429423,8.13480810989456,"0.25",8.25560628473081,8.06992064889391,0.0392815917987612
"47","GTX-680","bpnn_adjust_weights_cuda",0.0035690644125348,0.0290269694823962,8.13293516935462,"0.25",8.25560628473081,8.06992064889391,0.0392815917987612
"7","GTX-680","bpnn_adjust_weights_cuda",0.00143137574319427,0.0118168745813259,8.25560628473081,"0.25",8.25560628473081,8.06992064889391,0.0392815917987612
"31","GTX-680","bpnn_adjust_weights_cuda",0.00281003246567601,0.0227828478789977,8.10768137282601,"0.25",8.25560628473081,8.06992064889391,0.0392815917987612
