0	221.353
1	221.353
2	221.353
3	221.353
4	221.354
5	221.355
6	221.355
7	221.356
8	221.357
9	221.358
10	221.36
11	221.361
12	221.362
13	221.364
14	221.366
15	221.367
16	221.369
17	221.371
18	221.373
19	221.376
20	221.378
21	221.38
22	221.383
23	221.385
24	221.388
25	221.391
26	221.393
27	221.396
28	221.399
29	221.402
30	221.405
31	221.409
32	221.412
33	221.415
34	221.418
35	221.422
36	221.425
37	221.429
38	221.432
39	221.436
40	221.439
41	221.443
42	221.447
43	221.451
44	221.454
45	221.458
46	221.462
47	221.466
48	221.47
49	221.474
50	221.478
51	221.482
52	221.486
53	221.49
54	221.494
55	221.498
56	221.502
57	221.507
58	221.511
59	221.515
60	221.519
61	221.523
62	221.528
63	221.532
64	221.536
65	221.541
66	221.545
67	221.55
68	221.554
69	221.559
70	221.563
71	221.568
72	221.572
73	221.577
74	221.581
75	221.586
76	221.591
77	221.596
78	221.6
79	221.605
80	221.61
81	221.615
82	221.62
83	221.625
84	221.63
85	221.635
86	221.641
87	221.646
88	221.651
89	221.657
90	221.662
91	221.668
92	221.673
93	221.679
94	221.685
95	221.691
96	221.697
97	221.703
98	221.709
99	221.715
100	221.722
101	221.728
102	221.735
103	221.742
104	221.749
105	221.756
106	221.764
107	221.771
108	221.779
109	221.787
110	221.795
111	221.803
112	221.811
113	221.82
114	221.829
115	221.838
116	221.847
117	221.857
118	221.867
119	221.877
120	221.887
121	221.898
122	221.909
123	221.92
124	221.931
125	221.943
126	221.955
127	221.968
128	221.98
129	221.993
130	222.007
131	222.021
132	222.035
133	222.049
134	222.064
135	222.079
136	222.094
137	222.11
138	222.126
139	222.142
140	222.159
141	222.176
142	222.193
143	222.211
144	222.229
145	222.247
146	222.265
147	222.284
148	222.303
149	222.322
150	222.341
151	222.361
152	222.381
153	222.4
154	222.42
155	222.44
156	222.46
157	222.48
158	222.5
159	222.521
160	222.541
161	222.561
162	222.582
163	222.602
164	222.622
165	222.642
166	222.663
167	222.683
168	222.703
169	222.723
170	222.743
171	222.763
172	222.782
173	222.802
174	222.822
175	222.841
176	222.861
177	222.88
178	222.899
179	222.919
180	222.938
181	222.957
182	222.977
183	222.996
184	223.016
185	223.035
186	223.055
187	223.075
188	223.095
189	223.115
190	223.135
191	223.156
192	223.177
193	223.198
194	223.22
195	223.242
196	223.264
197	223.287
198	223.31
199	223.334
200	223.358
201	223.383
202	223.409
203	223.435
204	223.462
205	223.49
206	223.518
207	223.548
208	223.578
209	223.609
210	223.641
211	223.674
212	223.709
213	223.744
214	223.781
215	223.819
216	223.858
217	223.899
218	223.941
219	223.985
220	224.031
221	224.078
222	224.127
223	224.178
224	224.231
225	224.287
226	224.344
227	224.404
228	224.462
229	224.518
230	224.571
231	224.621
232	224.669
233	224.715
234	224.758
235	224.799
236	224.839
237	224.876
238	224.912
239	224.945
240	224.978
241	225.008
242	225.037
243	225.065
244	225.092
245	225.117
246	225.141
247	225.163
248	225.185
249	225.206
250	225.226
251	225.245
252	225.263
253	225.28
254	225.297
255	225.313
256	225.328
257	225.348
258	225.371
259	225.398
260	225.429
261	225.464
262	225.503
263	225.547
264	225.594
265	225.647
266	225.704
267	225.765
268	225.831
269	225.903
270	225.979
271	226.06
272	226.147
273	226.239
274	226.337
