2,770,0:07.31, 5.24,0.54
2,780,0:07.41, 5.36,0.54
2,790,0:07.51, 5.46,0.54
2,800,0:07.51, 5.46,0.55
2,810,0:07.53, 5.50,0.55
2,820,0:07.61, 5.61,0.53
2,830,0:07.66, 5.59,0.58
2,840,0:07.84, 5.71,0.54
2,850,0:07.84, 5.82,0.54
2,860,0:07.93, 5.88,0.58
2,870,0:07.94, 5.94,0.53
2,880,0:08.01, 5.96,0.54
2,890,0:08.01, 5.97,0.54
2,900,0:08.11, 6.09,0.55
2,910,0:08.21, 6.19,0.52
2,920,0:08.22, 6.22,0.54
2,930,0:08.24, 6.21,0.56
2,940,0:08.31, 6.28,0.54
2,950,0:08.41, 6.35,0.53
2,960,0:08.46, 6.45,0.54
2,970,0:08.55, 6.52,0.54
2,980,0:08.75, 6.77,0.58
2,990,0:08.75, 6.71,0.58
2,1000,0:08.71, 6.67,0.56
4,100,0:04.91, 2.36,0.56
4,110,0:04.51, 2.40,0.54
4,120,0:04.61, 2.48,0.55
4,130,0:04.81, 2.68,0.55
4,140,0:05.11, 3.02,0.53
4,150,0:05.01, 2.93,0.53
4,160,0:05.31, 3.18,0.51
4,170,0:05.21, 3.13,0.50
4,180,0:05.52, 3.26,0.52
4,190,0:05.51, 3.40,0.51
4,200,0:05.61, 3.50,0.51
4,210,0:05.71, 3.63,0.54
4,220,0:05.81, 3.77,0.54
4,230,0:05.91, 3.86,0.54
4,240,0:06.42, 4.18,0.55
4,250,0:06.31, 4.19,0.51
4,260,0:06.51, 4.43,0.51
4,270,0:07.11, 4.98,0.56
4,280,0:06.62, 4.56,0.51
4,290,0:06.81, 4.66,0.55
4,300,0:06.81, 4.75,0.52
4,310,0:07.12, 5.06,0.54
4,320,0:07.21, 5.12,0.56
4,330,0:07.31, 5.18,0.55
4,340,0:07.41, 5.26,0.55
4,350,0:07.51, 5.48,0.52
4,360,0:08.01, 5.88,0.56
4,370,0:07.91, 5.82,0.54
4,380,0:08.01, 5.92,0.54
4,390,0:08.01, 5.88,0.58
4,400,0:08.11, 6.00,0.52
4,410,0:08.22, 6.11,0.54
4,420,0:08.81, 6.74,0.58
4,430,0:08.81, 6.72,0.54
4,440,0:08.71, 6.59,0.60
4,450,0:08.81, 6.70,0.55
4,460,0:09.11, 6.99,0.56
4,470,0:09.21, 7.18,0.54
4,480,0:09.42, 7.34,0.55
4,490,0:09.41, 7.34,0.52
4,500,0:09.62, 7.59,0.54
4,510,0:09.61, 7.51,0.53
4,520,0:09.91, 7.81,0.52
4,530,0:10.12, 8.01,0.56
4,540,0:10.22, 8.09,0.54
4,550,0:10.12, 8.02,0.57
4,560,0:10.52, 8.46,0.53
4,570,0:10.52, 8.37,0.59
4,580,0:10.72, 8.59,0.55
4,590,0:10.62, 8.57,0.56
4,600,0:11.04, 9.01,0.50
4,610,0:09.02, 8.77,0.14
4,620,0:09.01, 8.76,0.22
4,630,0:12.02, 9.89,0.58
4,640,0:11.86, 9.68,0.57
4,650,0:11.32, 9.20,0.58
4,660,0:11.52, 9.36,0.61
4,670,0:11.62, 9.59,0.54
4,680,0:11.72, 9.64,0.56
4,690,0:11.82, 9.76,0.56
4,700,0:11.95, 9.80,0.56
4,710,0:12.12, 10.03,0.58
4,720,0:12.03, 9.99,0.56
4,730,0:12.32, 10.21,0.58
4,740,0:12.32, 10.24,0.58
4,750,0:12.52, 10.35,0.56
4,760,0:12.62, 10.50,0.56
4,770,0:13.02, 10.92,0.57
4,780,0:13.02, 10.90,0.58
4,790,0:12.92, 10.81,0.60
4,800,0:13.02, 11.01,0.60
4,810,0:13.12, 11.05,0.55
4,820,0:13.82, 11.70,0.55
4,830,0:13.63, 11.54,0.55
4,840,0:13.62, 11.49,0.61
4,850,0:14.12, 11.92,0.63
4,860,0:13.82, 11.78,0.58
4,870,0:14.03, 12.01,0.55
4,880,0:13.93, 11.87,0.54
4,890,0:14.02, 11.96,0.57
4,900,0:14.22, 12.14,0.56
4,910,0:14.59, 12.58,0.56
4,920,0:14.94, 12.90,0.55
4,930,0:14.66, 12.62,0.58
4,940,0:15.05, 13.00,0.58
4,950,0:14.82, 12.74,0.59
4,960,0:15.16, 13.10,0.57
4,970,0:15.32, 13.26,0.56
4,980,0:15.62, 13.58,0.56
4,990,0:15.46, 13.43,0.56
4,1000,0:15.93, 13.80,0.66
8,100,0:06.81, 4.71,0.56
8,110,0:07.02, 4.86,0.53
8,120,0:07.21, 5.09,0.58
8,130,0:07.41, 5.29,0.53
8,140,0:07.71, 5.57,0.54
8,150,0:08.41, 5.85,0.55
8,160,0:08.31, 6.20,0.56
8,170,0:08.41, 6.30,0.48
8,180,0:06.91, 6.62,0.21
8,190,0:08.81, 6.72,0.55
8,200,0:09.51, 7.44,0.52
8,210,0:09.55, 7.34,0.56
8,220,0:09.71, 7.58,0.54
8,230,0:09.84, 7.64,0.54
8,240,0:10.42, 8.24,0.56
8,250,0:10.42, 8.18,0.59
8,260,0:11.32, 9.09,0.57
8,270,0:11.22, 9.14,0.56
8,280,0:11.22, 9.12,0.52
8,290,0:11.32, 9.25,0.55
8,300,0:11.52, 9.45,0.55
8,310,0:12.12, 9.99,0.58
8,320,0:12.22, 10.11,0.59
8,330,0:12.32, 10.18,0.56
8,340,0:12.62, 10.46,0.57
8,350,0:12.82, 10.76,0.55
8,360,0:13.02, 10.88,0.58
8,370,0:13.22, 11.16,0.55
8,380,0:13.82, 11.74,0.57
8,390,0:13.82, 11.77,0.54
8,400,0:14.52, 12.47,0.51
8,410,0:13.12, 12.80,0.22
8,420,0:13.12, 12.77,0.27
8,430,0:15.02, 12.89,0.54
8,440,0:16.32, 14.19,0.64
8,450,0:15.12, 13.05,0.58
8,460,0:15.32, 13.22,0.56
8,470,0:15.62, 13.47,0.57
8,480,0:16.43, 14.33,0.58
8,490,0:18.73, 16.59,0.66
8,500,0:17.97, 15.90,0.25
8,510,0:16.13, 15.81,0.25
8,520,0:17.73, 17.00,0.30
8,530,0:18.13, 16.04,0.60
8,540,0:17.83, 15.67,0.61
8,550,0:18.62, 16.48,0.60
8,560,0:17.83, 15.60,0.72
8,570,0:18.02, 15.90,0.57
8,580,0:18.42, 16.33,0.60
8,590,0:18.53, 16.48,0.58
8,600,0:18.63, 16.54,0.56
8,610,0:18.93, 16.84,0.61
8,620,0:19.13, 17.01,0.59
8,630,0:20.03, 17.98,0.59
8,640,0:19.73, 17.68,0.58
8,650,0:19.84, 17.79,0.53
8,660,0:18.98, 18.72,0.19
8,670,0:19.03, 18.66,0.35
8,680,0:20.73, 18.62,0.62
8,690,0:20.83, 18.74,0.57
8,700,0:21.23, 19.18,0.58
8,710,0:21.24, 19.18,0.60
8,720,0:21.63, 19.56,0.59
8,730,0:21.83, 19.70,0.62
8,740,0:22.83, 20.65,0.62
8,750,0:22.34, 20.32,0.50
8,760,0:21.59, 21.26,0.27
8,770,1:25.70, 21.35,63.99
8,780,19:05.95, 21.63,351.82
8,790,0:24.21, 22.10,0.59
8,800,0:22.33, 22.05,0.23
8,810,0:24.17, 22.14,0.51
8,820,0:23.33, 23.00,0.26
8,830,0:24.04, 23.73,0.25
8,840,0:23.95, 23.63,0.32
8,850,0:25.33, 23.18,0.64
8,860,0:25.27, 23.22,0.59
8,870,0:26.43, 24.30,0.62
8,880,0:26.13, 23.98,0.65
8,890,0:27.41, 25.33,0.54
8,900,0:25.96, 25.64,0.27
8,910,0:26.27, 25.95,0.32
8,920,0:27.24, 25.01,0.62
8,930,0:27.96, 25.84,0.64
8,940,0:28.14, 25.90,0.62
8,950,0:28.74, 26.67,0.58
8,960,0:28.94, 26.80,0.68
8,970,0:28.64, 26.52,0.60
8,980,0:28.85, 26.81,0.58
8,990,0:28.84, 26.64,0.63
8,1000,0:29.47, 27.41,0.60
