8192,0:02.10, 0.03,0.49
9216,0:02.11, 0.04,0.50
10240,0:02.11, 0.03,0.49
11264,0:02.21, 0.04,0.50
12288,0:02.13, 0.03,0.53
13312,0:02.21, 0.03,0.50
14336,0:02.21, 0.03,0.51
15360,0:02.11, 0.03,0.50
16384,0:02.22, 0.05,0.49
17408,0:02.21, 0.03,0.51
18432,0:02.21, 0.04,0.51
19456,0:02.21, 0.04,0.51
20480,0:02.21, 0.04,0.49
21504,0:02.21, 0.04,0.50
22528,0:02.21, 0.04,0.50
23552,0:02.21, 0.04,0.50
24576,0:02.21, 0.04,0.51
25600,0:02.21, 0.04,0.49
26624,0:02.21, 0.04,0.49
27648,0:02.21, 0.04,0.52
28672,0:02.21, 0.04,0.51
29696,0:02.21, 0.03,0.50
30720,0:02.21, 0.04,0.51
31744,0:02.21, 0.05,0.49
32768,0:02.27, 0.04,0.50
33792,0:02.22, 0.05,0.51
34816,0:02.21, 0.04,0.52
35840,0:02.21, 0.06,0.50
36864,0:02.21, 0.04,0.51
37888,0:02.21, 0.03,0.52
38912,0:02.21, 0.06,0.49
39936,0:02.21, 0.05,0.50
40960,0:02.21, 0.04,0.50
41984,0:02.21, 0.06,0.49
43008,0:02.21, 0.07,0.50
44032,0:02.21, 0.04,0.51
45056,0:02.21, 0.05,0.50
46080,0:02.21, 0.04,0.51
47104,0:02.21, 0.05,0.52
48128,0:02.21, 0.04,0.50
49152,0:02.21, 0.05,0.50
50176,0:02.21, 0.04,0.50
51200,0:02.21, 0.06,0.50
52224,0:02.21, 0.04,0.51
53248,0:02.21, 0.05,0.50
54272,0:02.21, 0.06,0.49
55296,0:02.21, 0.06,0.51
56320,0:02.21, 0.06,0.49
57344,0:02.21, 0.06,0.48
58368,0:02.21, 0.06,0.50
59392,0:02.21, 0.06,0.50
60416,0:02.21, 0.08,0.49
61440,0:02.21, 0.05,0.49
62464,0:02.21, 0.06,0.51
63488,0:02.21, 0.07,0.50
64512,0:02.21, 0.07,0.50
65536,0:02.21, 0.06,0.51
