"","","meanAcc"
"1","grid.y",NA
"2","executed_ipc",NA
"3","gst_request",NA
"4","achieved_occupancy",NA
"5","flop_efficiency.peak_single.",NA
"6","duration",NA
"7","kernel",NA
"8","0",NA
"9","grid.y",NA
"10","executed_ipc","0.91244552660229"
